"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES"
"CA004010358","1973-06-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  172",",,C","   61",",,C",,,,
"CA004010358","1973-06-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","   50",",,C",,,,
"CA004010358","1973-06-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  294",",,C","  111",",,C",,,,
"CA004010358","1973-06-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  278",",,C","  150",",,C",,,,
"CA004010358","1973-06-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  206",",,C","  144",",,C",,,,
"CA004010358","1973-06-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  222",",,C","   72",",,C",,,,
"CA004010358","1973-06-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","   61",",,C",,,,
"CA004010358","1973-06-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","   64",",,C","    0",",,C","  194",",,C","   83",",,C",,,,
"CA004010358","1973-06-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  200",",,C","   94",",,C",,,,
"CA004010358","1973-06-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","  100",",,C",,,,
"CA004010358","1973-06-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  267",",,C","  100",",,C",,,,
"CA004010358","1973-06-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  300",",,C","  122",",,C",,,,
"CA004010358","1973-06-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  339",",,C","  139",",,C",,,,
"CA004010358","1973-06-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  272",",,C","  139",",,C",,,,
"CA004010358","1973-06-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  211",",,C","   72",",,C",,,,
"CA004010358","1973-06-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","  117",",,C",,,,
"CA004010358","1973-06-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  256",",,C","  100",",,C",,,,
"CA004010358","1973-06-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  261",",,C","   94",",,C",,,,
"CA004010358","1973-06-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","   23",",,C","    0",",,C","  244",",,C","  122",",,C",,,,
"CA004010358","1973-06-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","   20",",,C","    0",",,C","  272",",,C","  111",",,C",,,,
"CA004010358","1973-07-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","   51",",,C","    0",",,C","  194",",,C","  139",",,C",,,,
"CA004010358","1973-07-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  228",",,C","   94",",,C",,,,
"CA004010358","1973-07-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  261",",,C","  100",",,C",,,,
"CA004010358","1973-07-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  311",",,C","   89",",,C",,,,
"CA004010358","1973-07-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  278",",,C","  139",",,C",,,,
"CA004010358","1973-07-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","   30",",,C","    0",",,C","  228",",,C","   78",",,C",,,,
"CA004010358","1973-07-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  228",",,C","  100",",,C",,,,
"CA004010358","1973-07-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  278",",,C","   78",",,C",,,,
"CA004010358","1973-07-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  294",",,C","  111",",,C",,,,
"CA004010358","1973-07-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  317",",,C","  133",",,C",,,,
"CA004010358","1973-07-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  267",",,C","  194",",,C",,,,
"CA004010358","1973-07-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  233",",,C","  106",",,C",,,,
"CA004010358","1973-07-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","   94",",,C",,,,
"CA004010358","1973-07-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  267",",,C","   78",",,C",,,,
"CA004010358","1973-07-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","   10",",,C","    0",",,C","  328",",,C","  100",",,C",,,,
"CA004010358","1973-07-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  244",",,C","  122",",,C",,,,
"CA004010358","1973-07-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","   36",",,C","    0",",,C","  217",",,C","  106",",,C",,,,
"CA004010358","1973-07-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  189",",,C","  106",",,C",,,,
"CA004010358","1973-07-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  244",",,C","   61",",,C",,,,
"CA004010358","1973-07-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  300",",,C","   78",",,C",,,,
"CA004010358","1973-07-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  289",",,C","  100",",,C",,,,
"CA004010358","1973-07-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","   13",",,C","    0",",,C","  267",",,C","  106",",,C",,,,
"CA004010358","1973-07-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","  150",",,C",,,,
"CA004010358","1973-07-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","  167",",,C",,,,
"CA004010358","1973-07-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  261",",,C","  106",",,C",,,,
"CA004010358","1973-07-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  256",",,C","  139",",,C",,,,
"CA004010358","1973-07-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  272",",,C","  111",",,C",,,,
"CA004010358","1973-07-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  222",",,C","  117",",,C",,,,
"CA004010358","1973-07-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  256",",,C","  106",",,C",,,,
"CA004010358","1973-07-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  272",",,C","  100",",,C",,,,
"CA004010358","1973-07-31","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  328",",,C","  111",",,C",,,,
"CA004010358","1973-08-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  322",",,C","  156",",,C",,,,
"CA004010358","1973-08-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  333",",,C","  156",",,C",,,,
"CA004010358","1973-08-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  300",",,C","  144",",,C",,,,
"CA004010358","1973-08-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","  107",",,C","    0",",,C","  294",",,C","  100",",,C",,,,
"CA004010358","1973-08-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  300",",,C","  150",",,C",,,,
"CA004010358","1973-08-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  172",",,C","  117",",,C",,,,
"CA004010358","1973-08-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","   13",",,C","    0",",,C","  194",",,C","  122",",,C",,,,
"CA004010358","1973-08-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  222",",,C","   94",",,C",,,,
"CA004010358","1973-08-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  278",",,C","  100",",,C",,,,
"CA004010358","1973-08-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","   23",",,C","    0",",,C","  311",",,C","  111",",,C",,,,
"CA004010358","1973-08-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  233",",,C","  128",",,C",,,,
"CA004010358","1973-08-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  267",",,C","  106",",,C",,,,
"CA004010358","1973-08-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  344",",,C","  122",",,C",,,,
"CA004010358","1973-08-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  328",",,C","  167",",,C",,,,
"CA004010358","1973-08-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  344",",,C","  156",",,C",,,,
"CA004010358","1973-08-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  350",",,C","  106",",,C",,,,
"CA004010358","1973-08-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  311",",,C","  167",",,C",,,,
"CA004010358","1973-08-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  278",",,C","  144",",,C",,,,
"CA004010358","1973-08-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  206",",,C","   33",",,C",,,,
"CA004010358","1973-08-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  256",",,C","   39",",,C",,,,
"CA004010358","1973-08-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  267",",,C","  106",",,C",,,,
"CA004010358","1973-08-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  283",",,C","  144",",,C",,,,
"CA004010358","1973-08-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","   58",",,C","    0",",,C","  217",",,C","  156",",,C",,,,
"CA004010358","1973-08-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","  160",",,C","    0",",,C","  183",",,C","  144",",,C",,,,
"CA004010358","1973-08-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  211",",,C","   89",",,C",,,,
"CA004010358","1973-08-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","   10",",,C","    0",",,C","  267",",,C","   94",",,C",,,,
"CA004010358","1973-08-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","   18",",,C","    0",",,C","  233",",,C","  106",",,C",,,,
"CA004010358","1973-08-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  250",",,C","  100",",,C",,,,
"CA004010358","1973-08-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  244",",,C","   67",",,C",,,,
"CA004010358","1973-08-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","   33",",,C","    0",",,C","  306",",,C","  111",",,C",,,,
"CA004010358","1973-08-31","50.9333","-105.7","579.0","AYLESBURY, SK CA","   30",",,C","    0",",,C","  150",",,C","  100",",,C",,,,
"CA004010358","1973-09-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","   23",",,C","    0",",,C","  144",",,C","  106",",,C",,,,
"CA004010358","1973-09-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  161",",,C","   89",",,C",,,,
"CA004010358","1973-09-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","   10",",,C","    0",",,C","  150",",,C","  106",",,C",,,,
"CA004010358","1973-09-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  211",",,C","   89",",,C",,,,
"CA004010358","1973-09-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","   67",",,C",,,,
"CA004010358","1973-09-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  250",",,C","   50",",,C",,,,
"CA004010358","1973-09-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","    8",",,C","    0",",,C","  250",",,C","  111",",,C",,,,
"CA004010358","1973-09-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","  111",",,C",,,,
"CA004010358","1973-09-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  272",",,C","  106",",,C",,,,
"CA004010358","1973-09-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","   89",",,C",,,,
"CA004010358","1973-09-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  261",",,C","   61",",,C",,,,
"CA004010358","1973-09-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","   46",",,C","    0",",,C","  233",",,C","  122",",,C",,,,
"CA004010358","1973-09-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   72",",,C","   22",",,C",,,,
"CA004010358","1973-09-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0","T,,C","   50",",,C","   11",",,C",,,,
"CA004010358","1973-09-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  117",",,C","  -56",",,C",,,,
"CA004010358","1973-09-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  150",",,C","  -28",",,C",,,,
"CA004010358","1973-09-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  183",",,C","   17",",,C",,,,
"CA004010358","1973-09-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  194",",,C","    0",",,C",,,,
"CA004010358","1973-09-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  144",",,C","    6",",,C",,,,
"CA004010358","1973-09-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","  302",",,C","    0",",,C","   61",",,C","   22",",,C",,,,
"CA004010358","1973-09-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","   41",",,C","    0",",,C","   67",",,C","   33",",,C",,,,
"CA004010358","1973-09-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   72",",,C","   39",",,C",,,,
"CA004010358","1973-09-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","   33",",,C","    0",",,C","  117",",,C","   22",",,C",,,,
"CA004010358","1973-09-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  139",",,C","   56",",,C",,,,
"CA004010358","1973-09-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  128",",,C","   50",",,C",,,,
"CA004010358","1973-09-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  172",",,C","   28",",,C",,,,
"CA004010358","1973-09-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  244",",,C","   56",",,C",,,,
"CA004010358","1973-09-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","   72",",,C",,,,
"CA004010358","1973-09-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  283",",,C","   67",",,C",,,,
"CA004010358","1973-09-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  250",",,C","   50",",,C",,,,
"CA004010358","1973-10-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","   33",",,C","    0",",,C","  100",",,C","   83",",,C",,,,
"CA004010358","1973-10-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","   13",",,C","    0",",,C","   94",",,C","   72",",,C",,,,
"CA004010358","1973-10-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  133",",,C","    6",",,C",,,,
"CA004010358","1973-10-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  161",",,C","   22",",,C",,,,
"CA004010358","1973-10-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  194",",,C","   11",",,C",,,,
"CA004010358","1973-10-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  150",",,C","   22",",,C",,,,
"CA004010358","1973-10-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  183",",,C","   33",",,C",,,,
"CA004010358","1973-10-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  111",",,C","    0",",,C",,,,
"CA004010358","1973-10-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  106",",,C","  -28",",,C",,,,
"CA004010358","1973-10-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  100",",,C","  -39",",,C",,,,
"CA004010358","1973-10-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  122",",,C","  -61",",,C",,,,
"CA004010358","1973-10-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  111",",,C","  -39",",,C",,,,
"CA004010358","1973-10-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  139",",,C","  -11",",,C",,,,
"CA004010358","1973-10-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  122",",,C","    6",",,C",,,,
"CA004010358","1973-10-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   94",",,C","  -39",",,C",,,,
"CA004010358","1973-10-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   72",",,C","  -33",",,C",,,,
"CA004010358","1973-10-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  122",",,C","  -22",",,C",,,,
"CA004010358","1973-10-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  172",",,C","   17",",,C",,,,
"CA004010358","1973-10-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","  -17",",,C",,,,
"CA004010358","1973-10-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  200",",,C","   50",",,C",,,,
"CA004010358","1973-10-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  194",",,C","   17",",,C",,,,
"CA004010358","1973-10-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  172",",,C","   28",",,C",,,,
"CA004010358","1973-10-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  144",",,C","   44",",,C",,,,
"CA004010358","1973-10-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   56",",,C","   39",",,C",,,,
"CA004010358","1973-10-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   61",",,C","  -33",",,C",,,,
"CA004010358","1973-10-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   56",",,C","    0",",,C",,,,
"CA004010358","1973-10-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   94",",,C","  -78",",,C",,,,
"CA004010358","1973-10-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","   11",",,C",,,,
"CA004010358","1973-10-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  100",",,C","   50",",,C",,,,
"CA004010358","1973-10-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","   10",",,C","    3",",,C","   94",",,C","    0",",,C",,,,
"CA004010358","1973-10-31","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    5",",,C","   22",",,C","    6",",,C",,,,
"CA004010358","1973-11-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","   25",",,C","   25",",,C","  -22",",,C","  -33",",,C",,,,
"CA004010358","1973-11-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -67",",,C"," -106",",,C",,,,
"CA004010358","1973-11-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0","T,,C"," -100",",,C"," -133",",,C",,,,
"CA004010358","1973-11-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C"," -117",",,C"," -156",",,C",,,,
"CA004010358","1973-11-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","   30",",,C","   30",",,C"," -122",",,C"," -233",",,C",,,,
"CA004010358","1973-11-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","   38",",,C","   38",",,C"," -106",",,C"," -139",",,C",,,,
"CA004010358","1973-11-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C"," -156",",,C"," -217",",,C",,,,
"CA004010358","1973-11-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C"," -150",",,C"," -200",",,C",,,,
"CA004010358","1973-11-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -72",",,C"," -217",",,C",,,,
"CA004010358","1973-11-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -28",",,C","  -94",",,C",,,,
"CA004010358","1973-11-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -56",",,C"," -156",",,C",,,,
"CA004010358","1973-11-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","  183",",,C","    8",",,C","   17",",,C","  -72",",,C",,,,
"CA004010358","1973-11-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   11",",,C","  -33",",,C",,,,
"CA004010358","1973-11-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    3",",,C","    3",",,C","  -50",",,C","  -67",",,C",,,,
"CA004010358","1973-11-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -33",",,C","  -94",",,C",,,,
"CA004010358","1973-11-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -11",",,C","  -72",",,C",,,,
"CA004010358","1973-11-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -67",",,C","  -83",",,C",,,,
"CA004010358","1973-11-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C"," -122",",,C"," -167",",,C",,,,
"CA004010358","1973-11-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C"," -106",",,C"," -156",",,C",,,,
"CA004010358","1973-11-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C"," -122",",,C"," -211",",,C",,,,
"CA004010358","1973-11-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","   20",",,C","   20",",,C"," -117",",,C"," -156",",,C",,,,
"CA004010358","1973-11-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C"," -139",",,C"," -167",",,C",,,,
"CA004010358","1973-11-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0","T,,C"," -122",",,C"," -200",",,C",,,,
