"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00242313","1949-09-19","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-20","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-21","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-22","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-23","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-24","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-25","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-26","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    8",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-27","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-28","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-29","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   20",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-09-30","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   36",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-01","44.5","-112.91667","2379.0","DELL 19 SW, MT US","  102",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-02","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-03","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-04","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-05","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   15",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-06","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-07","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   10",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-08","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-09","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-10","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   76",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-11","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   46",",,0","  145",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-12","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-13","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-14","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-15","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-16","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-17","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-18","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-19","44.5","-112.91667","2379.0","DELL 19 SW, MT US","  109",",,0","  152",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-20","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-21","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-22","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-23","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-24","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-25","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-26","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-27","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    5",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-28","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-29","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-30","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-10-31","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-01","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-02","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-03","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-04","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-05","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-06","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-07","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-08","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-09","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-10","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-11","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-12","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-13","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-14","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-15","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-16","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-17","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-18","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-19","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-20","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-21","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-22","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0","T,,0","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-23","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0","T,,0","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-24","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-25","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-26","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-27","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   10",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-28","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   23",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-29","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-11-30","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-01","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-02","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-03","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-04","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-05","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-06","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-07","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-08","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0","T,,0","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-09","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-10","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-11","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-12","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-13","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-14","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-15","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-16","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-17","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-18","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   53",",,0","   64",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-19","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   43",",,0","   51",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-20","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-21","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-22","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-23","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-24","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-25","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0","T,,0","    0","T,,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-26","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-27","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-28","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-29","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-30","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1949-12-31","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-01","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-02","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-03","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-04","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-05","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-06","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-07","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-08","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-09","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-10","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-11","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-12","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-13","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0","T,,0","    0","T,,0","   25",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-14","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-15","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-16","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-17","44.5","-112.91667","2379.0","DELL 19 SW, MT US","   33",",,0","   51",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-18","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-19","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-20","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-21","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-22","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-23","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-24","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0","T,,0","    0","T,,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-25","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-26","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-27","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-28","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0","T,,0","    0","T,,0","   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-29","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-30","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-01-31","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-02-01","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-02-02","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-02-03","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-02-04","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-02-05","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-02-06","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-02-07","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-02-08","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00242313","1950-02-09","44.5","-112.91667","2379.0","DELL 19 SW, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
