"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00358343","1909-12-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1909-12-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1909-12-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1909-12-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1909-12-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1909-12-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1909-12-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1909-12-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1909-12-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1909-12-31","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1910-01-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","   76",",,6",,,,,,
"USC00358343","1910-01-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","   41",",,6",,,,,,
"USC00358343","1910-01-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-01-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","  203",",,6",,,,,,
"USC00358343","1910-01-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-01-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","   38",",,6",,,,,,
"USC00358343","1910-01-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-01-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-01-31","45.016667","-119.966667","1176.2","TAMARACK, OR US","  102",",,6",,,,,,
"USC00358343","1910-02-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-02-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-02-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","   84",",,6",,,,,,
"USC00358343","1910-02-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-02-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","   69",",,6",,,,,,
"USC00358343","1910-02-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","   84",",,6",,,,,,
"USC00358343","1910-02-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-02-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","   36",",,6",,,,,,
"USC00358343","1910-02-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","  102",",,6",,,,,,
"USC00358343","1910-02-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-02-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","   30",",,6",,,,,,
"USC00358343","1910-03-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","   76",",,6","    0",",,6",,,,
"USC00358343","1910-03-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","  213",",,6","    0",",,6",,,,
"USC00358343","1910-03-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","   51",",,6","    0",",,6",,,,
"USC00358343","1910-03-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-03-31","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1910-04-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","   71",",,6",,,,,,
"USC00358343","1910-04-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","   51",",,6",,,,,,
"USC00358343","1910-04-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","   25",",,6",,,,,,
"USC00358343","1910-04-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-04-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-04-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","   51",",,6",,,,,,
"USC00358343","1910-05-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","   36",",,6",,,,,,
"USC00358343","1910-05-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-05-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-05-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","  310",",,6",,,,,,
"USC00358343","1910-05-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6",,,,,,
"USC00358343","1910-05-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6",,,,,,
"USC00358343","1910-05-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","   43",",,6",,,,,,
