"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00489206","1949-12-07","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-08","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-09","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-10","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-11","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   20",",,0","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1949-12-12","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-13","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-14","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-15","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-16","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-17","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-18","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-19","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-20","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","  102",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1949-12-21","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1949-12-22","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-23","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0",,,"   25",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-24","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-25","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-26","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-27","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-28","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-29","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-30","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1949-12-31","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-01","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-02","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-03","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   10",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1950-01-04","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-05","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-06","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-07","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  432",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-08","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  432",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-09","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0","  406",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-10","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  406",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-11","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  356",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-12","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0","  356",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-13","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  356",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-14","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  356",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-15","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  356",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-16","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  356",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-17","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0","  356",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1950-01-18","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   25",",,0","   38",",,0","  356",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-19","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  356",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USC00489206","1950-01-20","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  279",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-21","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  254",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-22","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  152",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-23","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  127",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USC00489206","1950-01-24","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0","  127",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-25","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  127",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-26","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  127",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-27","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  127",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-28","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-29","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-30","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-01-31","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-01","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-02","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-03","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-04","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-05","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-06","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-07","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-08","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-09","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-10","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-11","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-12","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-13","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-14","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USC00489206","1950-02-15","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-16","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-17","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-18","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-19","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-20","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-21","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   13",",,0","   38",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-22","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-23","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-24","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-25","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-26","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-27","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-02-28","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-01","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-02","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-03","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-04","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-05","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-06","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-07","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0",,,"  152",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1950-03-08","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  127",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-09","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","   76",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-10","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   71",",,0","   71",",,0","   76",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-11","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   20",",,0","   13",",,0","   76",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-12","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","   76",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-13","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","   76",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-14","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","   25",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-15","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-16","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-17","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-18","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   76",",,0","  102",",,0","  102",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-19","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-20","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","  157",",,0",,,"  762",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1950-03-21","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  686",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-22","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  635",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-23","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0","T,,0","  584",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1950-03-24","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  508",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-25","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0","  457",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-26","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1950-03-27","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   64",",,0","    0","T,,0"," 1092",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00489206","1950-03-28","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   18",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-29","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-30","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-03-31","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-04-01","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-04-02","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-04-03","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","   58",",,0","   89",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-04-04","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-04-05","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00489206","1950-04-06","43.91667","-104.63333","1324.1","UPTON 12 S, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
