"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00269137","1942-01-13","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -17",",,6","   50",",,6",,,,,,,,
"USC00269137","1942-01-14","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  100",",,6","  -28",",,6","   56",",,6",,,,,,,,
"USC00269137","1942-01-15","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   94",",,6","  -33",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-01-16","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -28",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-01-17","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   89",",,6","  -28",",,6","   22",",,6",,,,,,,,
"USC00269137","1942-01-18","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   78",",,6","  -39",",,6","   61",",,6",,,,,,,,
"USC00269137","1942-01-19","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   61",",,6","  -61",",,6","    6",",,6",,,,,,,,
"USC00269137","1942-01-20","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   83",",,6","  -50",",,6","   72",",,6",,,,,,,,
"USC00269137","1942-01-21","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   83",",,6","  -50",",,6","   56",",,6",,,,,,,,
"USC00269137","1942-01-22","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   94",",,6","  -33",",,6","   61",",,6",,,,,,,,
"USC00269137","1942-01-23","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   89",",,6","  -44",",,6","   56",",,6",,,,,,,,
"USC00269137","1942-01-24","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   83",",,6","  -50",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-01-25","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -44",",,6","   39",",,6",,,,,,,,
"USC00269137","1942-01-26","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   44",",,6","  -50",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-01-27","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0",",,6",,,"  106",",,6","   17",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-01-28","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0","T,,6","    0","T,,6","   28",",,6","  -67",",,6","  -17",",,6",,,,,,,,
"USC00269137","1942-01-29","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0","T,,6",,,"   89",",,6","  -39",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-01-30","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   44",",,6","  -94",",,6","  -11",",,6",,,,,,,,
"USC00269137","1942-01-31","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   56",",,6","  -72",",,6","   -6",",,6",,,,,,,,
"USC00269137","1942-02-01","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   89",",,6","    0",",,6","   50",",,6",,,,,,,,
"USC00269137","1942-02-02","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   94",",,6","  -11",",,6","   56",",,6",,,,,,,,
"USC00269137","1942-02-03","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   89",",,6","  -17",",,6","   83",",,6",,,,,,,,
"USC00269137","1942-02-04","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0","T,,6",,,"   94",",,6","  -17",",,6","   83",",,6",,,,,,,,
"USC00269137","1942-02-05","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   89",",,6","  -11",",,6","   67",",,6",,,,,,,,
"USC00269137","1942-02-06","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  122",",,6","   17",",,6","   89",",,6",,,,,,,,
"USC00269137","1942-02-07","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  100",",,6","  -56",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-02-08","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  111",",,6","  -61",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-02-09","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  106",",,6","  -72",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-02-10","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   39",",,6","  -78",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-02-11","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   33",",,6","  -72",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-02-12","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   28",",,6"," -106",",,6","  -44",",,6",,,,,,,,
"USC00269137","1942-02-13","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   -6",",,6","  -94",",,6","  -33",",,6",,,,,,,,
"USC00269137","1942-02-14","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  -11",",,6"," -117",",,6","  -28",",,6",,,,,,,,
"USC00269137","1942-02-15","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   17",",,6"," -128",",,6","  -17",",,6",,,,,,,,
"USC00269137","1942-02-16","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   22",",,6"," -122",",,6","   -6",",,6",,,,,,,,
"USC00269137","1942-02-17","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   22",",,6","  -83",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-02-18","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   28",",,6","  -78",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-02-19","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   72",",,6","  -72",",,6","   61",",,6",,,,,,,,
"USC00269137","1942-02-20","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   78",",,6","  -78",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-02-21","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   89",",,6","  -67",",,6","   56",",,6",,,,,,,,
"USC00269137","1942-02-22","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   72",",,6","  -89",",,6","   50",",,6",,,,,,,,
"USC00269137","1942-02-23","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   94",",,6","  -94",",,6","   56",",,6",,,,,,,,
"USC00269137","1942-02-24","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  106",",,6"," -111",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-02-25","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   72",",,6"," -100",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-02-26","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   44",",,6","  -83",",,6","   33",",,6",,,,,,,,
"USC00269137","1942-02-27","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   39",",,6","  -89",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-02-28","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"   44",",,6","  -78",",,6","   33",",,6",,,,,,,,
"USC00269137","1942-03-01","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  139",",,6","  -67",",,6","   89",",,6",,,,,,,,
"USC00269137","1942-03-02","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  128",",,6","  -50",",,6","   94",",,6",,,,,,,,
"USC00269137","1942-03-03","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  100",",,6","   -6",",,6","   78",",,6",,,,,,,,
"USC00269137","1942-03-04","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  117",",,6","  -11",",,6","   72",",,6",,,,,,,,
"USC00269137","1942-03-05","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  156",",,6","  -11",",,6","  139",",,6",,,,,,,,
"USC00269137","1942-03-06","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  144",",,6","   -6",",,6","  128",",,6",,,,,,,,
"USC00269137","1942-03-07","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  128",",,6","  -61",",,6","   94",",,6",,,,,,,,
"USC00269137","1942-03-08","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  117",",,6","  -56",",,6","  100",",,6",,,,,,,,
"USC00269137","1942-03-09","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  128",",,6","  -44",",,6","   89",",,6",,,,,,,,
"USC00269137","1942-03-10","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0","T,,6","    0",",,6","  156",",,6","  -39",",,6","  106",",,6",,,,,,,,
"USC00269137","1942-03-11","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","   -6",",,6","   67",",,6",,,,,,,,
"USC00269137","1942-03-12","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   83",",,6","   -6",",,6","   50",",,6",,,,,,,,
"USC00269137","1942-03-13","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   78",",,6","  -39",",,6","  -28",",,6",,,,,,,,
"USC00269137","1942-03-14","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0","T,,6","    0","T,,6","   17",",,6","  -94",",,6","  -33",",,6",,,,,,,,
"USC00269137","1942-03-15","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0","T,,6",,,"   44",",,6","  -94",",,6","  -39",",,6",,,,,,,,
"USC00269137","1942-03-16","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   56",",,6","  -72",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-03-17","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","  -56",",,6","  111",",,6",,,,,,,,
"USC00269137","1942-03-18","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  128",",,6","  -11",",,6","   33",",,6",,,,,,,,
"USC00269137","1942-03-19","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   44",",,6","  -72",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-03-20","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -22",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-03-21","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   94",",,6","  -17",",,6","   50",",,6",,,,,,,,
"USC00269137","1942-03-22","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  117",",,6","  -28",",,6","   89",",,6",,,,,,,,
"USC00269137","1942-03-23","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  133",",,6","  -44",",,6","   94",",,6",,,,,,,,
"USC00269137","1942-03-24","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","  -28",",,6","   -6",",,6",,,,,,,,
"USC00269137","1942-03-25","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   56",",,6","  -94",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-03-26","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   61",",,6","  -94",",,6","   44",",,6",,,,,,,,
