"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA003012228","1985-01-22","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   30",",,C","   31",",,C"," -130",",,C"
"CA003012228","1985-01-23","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   20",",,C","   29",",,C","  -22",",,C"
"CA003012228","1985-01-24","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   10",",,C","   16",",,C"," -106",",,C"
"CA003012228","1985-01-25","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   10",",,C","   31",",,C"," -142",",,C"
"CA003012228","1985-01-26","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   10",",,C","  -21",",,C","  -52",",,C"
"CA003012228","1985-01-27","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","    0",",,C","  -37",",,C"," -156",",,C"
"CA003012228","1985-01-28","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","   10",",,C","  -50",",,C"," -100",",,C"
"CA003012228","1985-01-29","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   10",",,C"," -268",",,C"," -300",",,C"
"CA003012228","1985-01-30","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   10",",,C"," -202",",,C"," -336",",,C"
"CA003012228","1985-01-31","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   10",",,C"," -200",",,C"," -272",",,C"
"CA003012228","1985-02-01","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   10",",,C"," -225",",,C"," -323",",,C"
"CA003012228","1985-02-02","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   10",",,C"," -206",",,C"," -291",",,C"
"CA003012228","1985-02-03","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   10",",,C"," -111",",,C"," -348",",,C"
"CA003012228","1985-02-04","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   20",",,C","   20",",,C","   10",",,C","  -89",",,C"," -227",",,C"
"CA003012228","1985-02-05","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","   40",",,C"," -149",",,C"," -192",",,C"
"CA003012228","1985-02-06","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   40",",,C"," -186",",,C"," -269",",,C"
"CA003012228","1985-02-07","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   20",",,C","   20",",,C","   50",",,C"," -234",",,C"," -330",",,C"
"CA003012228","1985-02-08","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","   70",",,C"," -236",",,C"," -284",",,C"
"CA003012228","1985-02-09","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   70",",,C"," -237",",,C"," -305",",,C"
"CA003012228","1985-02-10","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   70",",,C"," -233",",,C"," -339",",,C"
"CA003012228","1985-02-11","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   70",",,C"," -185",",,C"," -317",",,C"
"CA003012228","1985-02-12","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   60",",,C"," -121",",,C"," -249",",,C"
"CA003012228","1985-02-13","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   60",",,C","    4",",,C"," -214",",,C"
"CA003012228","1985-02-14","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   60",",,C","   33",",,C"," -114",",,C"
"CA003012228","1985-02-15","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   20",",,C","   20",",,C"," -116",",,C"
"CA003012228","1985-02-16","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   20",",,C","   15",",,C","  -80",",,C"
"CA003012228","1985-02-17","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   10",",,C","  -45",",,C"," -130",",,C"
"CA003012228","1985-02-18","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   10",",,C","   73",",,C"," -150",",,C"
"CA003012228","1985-02-19","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","   10",",,C","   54",",,C","  -40",",,C"
"CA003012228","1985-02-20","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   20",",,C","  -34",",,C"," -105",",,C"
"CA003012228","1985-02-21","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","   20",",,C","   45",",,C"," -131",",,C"
"CA003012228","1985-02-22","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","   40",",,C","  -27",",,C"," -115",",,C"
"CA003012228","1985-02-23","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   40",",,C","   32",",,C"," -163",",,C"
"CA003012228","1985-02-24","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   30",",,C","   25",",,C","  -36",",,C"
"CA003012228","1985-02-25","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","   40",",,C","   32",",,C"," -103",",,C"
"CA003012228","1985-02-26","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   40",",,C","   38",",,C","  -77",",,C"
"CA003012228","1985-02-27","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   10",",,C","  109",",,C","  -16",",,C"
"CA003012228","1985-02-28","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","    0",",,C","   37",",,C","   10",",,C"
"CA003012228","1985-03-01","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   30",",,C","   30",",,C","   40",",,C","   -9",",,C","  -82",",,C"
"CA003012228","1985-03-02","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   40",",,C","  -92",",,C"," -177",",,C"
"CA003012228","1985-03-03","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   40",",,C","  -28",",,C"," -167",",,C"
"CA003012228","1985-03-04","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   40",",,C","  -57",",,C"," -172",",,C"
"CA003012228","1985-03-05","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","   50",",,C","  -75",",,C"," -121",",,C"
"CA003012228","1985-03-06","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","   50",",,C","  -31",",,C"," -139",",,C"
"CA003012228","1985-03-07","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   30",",,C","    9",",,C"," -120",",,C"
"CA003012228","1985-03-08","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","   10",",,C","   60",",,C","  -30",",,C"
"CA003012228","1985-03-09","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   43",",,C","  -72",",,C"
"CA003012228","1985-03-10","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   24",",,C","  -24",",,C"
"CA003012228","1985-03-11","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   51",",,C","  -54",",,C"
"CA003012228","1985-03-12","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   48",",,C","  -32",",,C"
"CA003012228","1985-03-13","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   66",",,C","  -10",",,C"
"CA003012228","1985-03-14","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","    0",",,C","   59",",,C","  -33",",,C"
"CA003012228","1985-03-15","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   60",",,C","  -18",",,C"
"CA003012228","1985-03-16","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   89",",,C","  -35",",,C"
"CA003012228","1985-03-17","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  123",",,C","   -1",",,C"
"CA003012228","1985-03-18","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   91",",,C","  -11",",,C"
"CA003012228","1985-03-19","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   80",",,C","  -27",",,C"
"CA003012228","1985-03-20","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","    0",",,C","   45",",,C","   -2",",,C"
"CA003012228","1985-03-21","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   38",",,C","  -57",",,C"
"CA003012228","1985-03-22","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   24",",,C","  -28",",,C"
"CA003012228","1985-03-23","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   28",",,C","  -50",",,C"
"CA003012228","1985-03-24","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   73",",,C","  -31",",,C"
"CA003012228","1985-03-25","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   35",",,C","  -55",",,C"
"CA003012228","1985-03-26","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","    0",",,C","   23",",,C","  -63",",,C"
"CA003012228","1985-03-27","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","    0",",,C","   -5",",,C","  -66",",,C"
"CA003012228","1985-03-28","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","    0",",,C","   20",",,C","  -21",",,C"
"CA003012228","1985-03-29","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   47",",,C","  -32",",,C"
"CA003012228","1985-03-30","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   67",",,C","  -42",",,C"
"CA003012228","1985-03-31","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  119",",,C","  -12",",,C"
"CA003012228","1985-04-01","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  155",",,C","   31",",,C"
"CA003012228","1985-04-02","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   82",",,C","   20",",,C"
"CA003012228","1985-04-03","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   52",",,C","  -48",",,C"
"CA003012228","1985-04-04","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","    0",",,C","   75",",,C","  -34",",,C"
"CA003012228","1985-04-05","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0","T,,C","    0",",,C","   59",",,C","  -40",",,C"
"CA003012228","1985-04-06","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   50",",,C","  -40",",,C"
