"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00506769","1967-11-30","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","    0",",,0","  -94",",,0"," -200",",,0",,,,,,,,,,,,,,," -178",",,0",,
"USC00506769","1967-12-01","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0",,," -172",",,0"," -239",",,0",,,,,,,,,,,,,,," -189",",,0",,
"USC00506769","1967-12-02","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0",,," -172",",,0"," -233",",,0",,,,,,,,,,,,,,," -172",",,0",,
"USC00506769","1967-12-03","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0",,," -172",",,0"," -250",",,0",,,,,,,,,,,,,,," -189",",,0",,
"USC00506769","1967-12-04","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","   10",",,0",,," -172",",,0"," -211",",,0",,,,,,,,,,,,,,," -178",",,0",,
"USC00506769","1967-12-05","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0","T,,0",,," -161",",,0"," -228",",,0",,,,,,,,,,,,,,," -206",",,0",,
"USC00506769","1967-12-06","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0",,," -133",",,0"," -211",",,0",,,,,,,,,,,,,,," -156",",,0",,
"USC00506769","1967-12-07","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0","T,,0",,,"  -94",",,0"," -161",",,0",,,,,,,,,,,,,,," -100",",,0",,
"USC00506769","1967-12-08","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   79",",,0","  122",",,0","  203",",,0","  -78",",,0"," -111",",,0",,,,,,,,,,,,,,,"  -78",",,0",,
"USC00506769","1967-12-09","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   13",",,0","   38",",,0","  203",",,0","  -67",",,0","  -89",",,0",,,,,,,,,,,,,,,"  -89",",,0",,
"USC00506769","1967-12-10","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   58",",,0","   89",",,0",,,"  -78",",,0"," -122",",,0",,,,,,,,,,,,,,," -122",",,0",,
"USC00506769","1967-12-11","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    3",",,0","   23",",,0","  305",",,0"," -111",",,0"," -194",",,0",,,,,,,,,,,,,,," -178",",,0",,
"USC00506769","1967-12-12","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -94",",,0"," -183",",,0",,,,,,,,,,,,,,," -100",",,0",,
"USC00506769","1967-12-13","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  254",",,0","   61",",,0"," -150",",,0",,,,,,,,,,,,,,,"    6",",,0",,
"USC00506769","1967-12-14","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    5",",,0","    0",",,0","  152",",I,0","   78",",,0",,,,,,,,,,,,,,,,,"  -11",",,0",,
"USC00506769","1967-12-15","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","  127",",,0","  191",",I,0","  381",",I,0","    6",",,0","  -28",",,0",,,,,,,,,,,,,,,"    6",",,0",,
"USC00506769","1967-12-16","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","   11",",,0","  -56",",,0",,,,,,,,,,,,,,,"   11",",,0",,
"USC00506769","1967-12-17","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","   11",",,0","  -83",",,0",,,,,,,,,,,,,,,"  -67",",,0",,
"USC00506769","1967-12-18","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -67",",,0"," -156",",,0",,,,,,,,,,,,,,," -128",",,0",,
"USC00506769","1967-12-19","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -106",",,0"," -167",",,0",,,,,,,,,,,,,,," -167",",,0",,
"USC00506769","1967-12-20","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  305",",,0"," -150",",,0"," -189",",,0",,,,,,,,,,,,,,," -150",",,0",,
"USC00506769","1967-12-21","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -111",",,0"," -189",",,0",,,,,,,,,,,,,,," -150",",,0",,
"USC00506769","1967-12-22","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -106",",,0"," -178",",,0",,,,,,,,,,,,,,," -167",",,0",,
"USC00506769","1967-12-23","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -117",",,0"," -189",",,0",,,,,,,,,,,,,,," -161",",,0",,
"USC00506769","1967-12-24","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -133",",,0"," -194",",,0",,,,,,,,,,,,,,," -178",",,0",,
"USC00506769","1967-12-25","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -122",",,0"," -194",",,0",,,,,,,,,,,,,,," -150",",,0",,
"USC00506769","1967-12-26","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   13",",,0","   51",",,0","  356",",,0","  -56",",,0"," -156",",,0",,,,,,,,,,,,,,,"  -67",",,0",,
"USC00506769","1967-12-27","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   15",",,0","   10",",,0","  330",",,0","  -33",",,0","  -72",",,0",,,,,,,,,,,,,,,"  -33",",,0",,
"USC00506769","1967-12-28","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0","   -6",",,0","  -56",",,0",,,,,,,,,,,,,,,"  -22",",,0",,
"USC00506769","1967-12-29","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   41",",,0","    0",",,0","  305",",,0","    0",",,0","  -39",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1967-12-30","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   18",",,0","    0",",,0",,,"  122",",,0",,,,,,,,,,,,,,,,,"   44",",,0",,
"USC00506769","1967-12-31","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   25",",,0","    0",",,0",,,"   50",",,0","  -56",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1968-01-01","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","    6",",,0","  -56",",,0",,,,,,,,,,,,,,,"  -33",",,0",,
"USC00506769","1968-01-02","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   30",",,0","   10",",,0","  102",",,0","    6",",,0","  -39",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1968-01-03","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   30",",,0","   51",",,0","  152",",,0","   22",",,0","  -50",",,0",,,,,,,,,,,,,,,"  -33",",,0",,
"USC00506769","1968-01-04","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  152",",,0","  -33",",,0"," -111",",,0",,,,,,,,,,,,,,,"  -83",",,0",,
"USC00506769","1968-01-05","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   56",",,0","   84",",,0","  229",",,0","  -56",",,0","  -94",",,0",,,,,,,,,,,,,,,"  -56",",,0",,
"USC00506769","1968-01-06","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  229",",,0","  -50",",,0"," -133",",,0",,,,,,,,,,,,,,," -122",",,0",,
"USC00506769","1968-01-07","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  229",",,0","  -94",",,0"," -150",",,0",,,,,,,,,,,,,,," -122",",,0",,
"USC00506769","1968-01-08","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US",,,"    5",",,0","  229",",,0","  -94",",,0"," -167",",,0",,,,,,,,,,,,,,," -133",",,0",,
"USC00506769","1968-01-09","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  229",",,0"," -100",",,0"," -167",",,0",,,,,,,,,,,,,,," -133",",,0",,
"USC00506769","1968-01-10","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  229",",,0"," -100",",,0"," -161",",,0",,,,,,,,,,,,,,," -100",",,0",,
"USC00506769","1968-01-11","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  229",",,0","  -78",",,0"," -183",",,0",,,,,,,,,,,,,,," -167",",,0",,
"USC00506769","1968-01-12","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  229",",,0"," -122",",,0"," -211",",,0",,,,,,,,,,,,,,," -189",",,0",,
"USC00506769","1968-01-13","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  229",",,0"," -106",",,0"," -206",",,0",,,,,,,,,,,,,,," -133",",,0",,
"USC00506769","1968-01-14","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  229",",,0","  -56",",,0"," -233",",,0",,,,,,,,,,,,,,," -233",",,0",,
"USC00506769","1968-01-15","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  203",",,0"," -156",",,0"," -256",",,0",,,,,,,,,,,,,,," -239",",,0",,
"USC00506769","1968-01-16","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  203",",,0"," -139",",,0"," -261",",,0",,,,,,,,,,,,,,," -161",",,0",,
"USC00506769","1968-01-17","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  203",",,0"," -122",",,0"," -194",",,0",,,,,,,,,,,,,,," -189",",,0",,
"USC00506769","1968-01-18","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  203",",,0"," -144",",,0"," -206",",,0",,,,,,,,,,,,,,," -194",",,0",,
"USC00506769","1968-01-19","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  203",",,0"," -156",",,0"," -244",",,0",,,,,,,,,,,,,,," -217",",,0",,
"USC00506769","1968-01-20","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  203",",,0"," -172",",,0"," -228",",,0",,,,,,,,,,,,,,," -228",",,0",,
"USC00506769","1968-01-21","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  203",",,0"," -156",",,0"," -228",",,0",,,,,,,,,,,,,,," -206",",,0",,
"USC00506769","1968-01-22","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  203",",,0"," -106",",,0"," -228",",,0",,,,,,,,,,,,,,," -106",",,0",,
"USC00506769","1968-01-23","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US",,,"    5",",,0","  203",",,0","  -72",",,0"," -111",",,0",,,,,,,,,,,,,,,"  -78",",,0",,
"USC00506769","1968-01-24","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   25",",,0","   46",",,0","  254",",,0","  -33",",,0"," -106",",,0",,,,,,,,,,,,,,,"  -50",",,0",,
"USC00506769","1968-01-25","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0","  -44",",,0"," -111",",,0",,,,,,,,,,,,,,," -100",",,0",,
"USC00506769","1968-01-26","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0","T,,0","  254",",,0","  -67",",,0"," -100",",,0",,,,,,,,,,,,,,,"  -72",",,0",,
"USC00506769","1968-01-27","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0","T,,0","  254",",,0","  -22",",,0","  -78",",,0",,,,,,,,,,,,,,,"  -67",",,0",,
"USC00506769","1968-01-28","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0","  -61",",,0"," -144",",,0",,,,,,,,,,,,,,," -117",",,0",,
"USC00506769","1968-01-29","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0","  -83",",,0"," -167",",,0",,,,,,,,,,,,,,," -161",",,0",,
"USC00506769","1968-01-30","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0","  -89",",,0"," -183",",,0",,,,,,,,,,,,,,," -178",",,0",,
"USC00506769","1968-01-31","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0"," -117",",,0"," -194",",,0",,,,,,,,,,,,,,," -156",",,0",,
"USC00506769","1968-02-01","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0"," -122",",,0"," -228",",,0",,,,,,,,,,,,,,," -217",",,0",,
"USC00506769","1968-02-02","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0"," -144",",,0"," -256",",,0",,,,,,,,,,,,,,," -244",",,0",,
"USC00506769","1968-02-03","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0"," -189",",,0"," -300",",,0",,,,,,,,,,,,,,," -278",",,0",,
"USC00506769","1968-02-04","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0"," -178",",,0"," -272",",,0",,,,,,,,,,,,,,," -272",",,0",,
"USC00506769","1968-02-05","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0"," -178",",,0"," -289",",,0",,,,,,,,,,,,,,," -289",",,0",,
"USC00506769","1968-02-06","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    3",",,0","   10",",,0","  254",",,0"," -139",",,0"," -289",",,0",,,,,,,,,,,,,,," -144",",,0",,
"USC00506769","1968-02-07","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   15",",,0","   25",",,0","  279",",,0","  -39",",,0"," -150",",,0",,,,,,,,,,,,,,,"  -44",",,0",,
"USC00506769","1968-02-08","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0","   67",",,0","  -89",",,0",,,,,,,,,,,,,,,"   67",",,0",,
"USC00506769","1968-02-09","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   78",",,0","  -11",",,0",,,,,,,,,,,,,,,"   -6",",,0",,
"USC00506769","1968-02-10","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  102",",,0","   83",",,0","  -11",",,0",,,,,,,,,,,,,,,"   17",",,0",,
"USC00506769","1968-02-11","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   22",",,0","  -44",",,0",,,,,,,,,,,,,,,"  -28",",,0",,
"USC00506769","1968-02-12","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   11",",,0","  -39",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1968-02-13","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   11",",,0","  -33",",,0",,,,,,,,,,,,,,,"   -6",",,0",,
"USC00506769","1968-02-14","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   11",",,0","  -22",",,0",,,,,,,,,,,,,,,"    6",",,0",,
"USC00506769","1968-02-15","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   44",",,0","  -44",",,0",,,,,,,,,,,,,,,"    6",",,0",,
"USC00506769","1968-02-16","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   17",",,0","  -78",",,0",,,,,,,,,,,,,,,"  -39",",,0",,
"USC00506769","1968-02-17","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    8",",,0","   25",",,0","  127",",,0","  -28",",,0"," -117",",,0",,,,,,,,,,,,,,,"  -56",",,0",,
"USC00506769","1968-02-18","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   10",",,0","   25",",,0","  152",",,0","  -39",",,0","  -78",",,0",,,,,,,,,,,,,,,"  -72",",,0",,
"USC00506769","1968-02-19","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   48",",,0","  114",",,0","  279",",,0","  -44",",,0","  -89",",,0",,,,,,,,,,,,,,,"  -72",",,0",,
"USC00506769","1968-02-20","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   51",",,0","  127",",,0","  406",",,0","  -78",",,0","  -94",",,0",,,,,,,,,,,,,,,"  -83",",,0",,
"USC00506769","1968-02-21","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   28",",,0","   51",",,0","  457",",,0","  -61",",,0"," -100",",,0",,,,,,,,,,,,,,,"  -89",",,0",,
"USC00506769","1968-02-22","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   20",",,0","   51",",,0","  508",",,0","  -67",",,0"," -111",",,0",,,,,,,,,,,,,,,"  -89",",,0",,
"USC00506769","1968-02-23","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    3",",,0","   13",",,0","  533",",,0","  -67",",,0"," -111",",,0",,,,,,,,,,,,,,,"  -72",",,0",,
"USC00506769","1968-02-24","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   10",",,0","   20",",,0","  533",",,0","  -28",",,0","  -83",",,0",,,,,,,,,,,,,,,"  -56",",,0",,
"USC00506769","1968-02-25","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  533",",,0","    0",",,0","  -72",",,0",,,,,,,,,,,,,,,"  -72",",,0",,
"USC00506769","1968-02-26","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  381",",,0","   11",",,0","  -72",",,0",,,,,,,,,,,,,,,"   -6",",,0",,
"USC00506769","1968-02-27","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  254",",,0","  122",",,0","  -78",",,0",,,,,,,,,,,,,,,"  100",",,0",,
"USC00506769","1968-02-28","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  203",",,0","  111",",,0","   -6",",,0",,,,,,,,,,,,,,,"    6",",,0",,
"USC00506769","1968-02-29","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  203",",,0","   94",",,0","   -6",",,0",,,,,,,,,,,,,,,"   28",",,0",,
"USC00506769","1968-03-01","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  152",",,0","   50",",,0","  -11",",,0",,,,,,,,,,,,,,,"   11",",,0",,
"USC00506769","1968-03-02","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  152",",,0","   56",",,0","    0",",,0",,,,,,,,,,,,,,,"   17",",,0",,
"USC00506769","1968-03-03","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  152",",,0","   39",",,0","  -11",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1968-03-04","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  152",",,0","   39",",,0","   -6",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1968-03-05","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  152",",,0","   28",",,0","  -39",",,0",,,,,,,,,,,,,,,"  -28",",,0",,
