"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00485486","1950-11-06","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-07","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-08","44.25","-106.1","1238.1","LEATH RANCH, WY US","   30",",,0","   51",",,0","   25",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-09","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-10","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-11","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-12","44.25","-106.1","1238.1","LEATH RANCH, WY US","    3",",,0","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-13","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-14","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-15","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-16","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,"    1",",,0"
"USC00485486","1950-11-17","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-18","44.25","-106.1","1238.1","LEATH RANCH, WY US","   46",",,0","   76",",,0","   51",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-19","44.25","-106.1","1238.1","LEATH RANCH, WY US","   10",",,0","   51",",,0","  102",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-20","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-21","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00485486","1950-11-22","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00485486","1950-11-23","44.25","-106.1","1238.1","LEATH RANCH, WY US","    3",",,0","   25",",,0","   25",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-24","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-25","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-26","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-27","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-28","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-29","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-11-30","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-01","44.25","-106.1","1238.1","LEATH RANCH, WY US","    3",",,0","   13",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-02","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    5",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-03","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-04","44.25","-106.1","1238.1","LEATH RANCH, WY US","    3",",,0","    8",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-05","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-06","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-07","44.25","-106.1","1238.1","LEATH RANCH, WY US","    5",",,0","   13",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-08","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-09","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-10","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-11","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-12","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-13","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-14","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-15","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-16","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-17","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-18","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-19","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-20","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-21","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-22","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-23","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-24","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-25","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-26","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-27","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-28","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-29","44.25","-106.1","1238.1","LEATH RANCH, WY US","   10",",,0","   38",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-30","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1950-12-31","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-01","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-02","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-03","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-04","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-05","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-06","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-07","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-08","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-09","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-10","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-11","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-12","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-13","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-14","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00485486","1951-01-15","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-16","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-17","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-18","44.25","-106.1","1238.1","LEATH RANCH, WY US","    3",",,0","    3",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-19","44.25","-106.1","1238.1","LEATH RANCH, WY US","    8",",,0","   10",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-20","44.25","-106.1","1238.1","LEATH RANCH, WY US","    3",",,0","   13",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-21","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-22","44.25","-106.1","1238.1","LEATH RANCH, WY US","   18",",,0","  102",",,0","   76",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-23","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-24","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-25","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-26","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-27","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-28","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-29","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-30","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-01-31","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    3",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-01","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-02","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-03","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-04","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-05","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-06","44.25","-106.1","1238.1","LEATH RANCH, WY US","   13",",,0","   38",",,0","   25",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-07","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-08","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-09","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-10","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-11","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-12","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-13","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-14","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-15","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-16","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-17","44.25","-106.1","1238.1","LEATH RANCH, WY US","   15",",,0","   38",",,0","   25",",,0",,,,,,,,,"    1",",,0",,,,,,,,
"USC00485486","1951-02-18","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-19","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-20","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-21","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-22","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-23","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-24","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-25","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-26","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-27","44.25","-106.1","1238.1","LEATH RANCH, WY US","   28",",,0","   51",",,0","   51",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-02-28","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-01","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-02","44.25","-106.1","1238.1","LEATH RANCH, WY US","   28",",,0","   61",",,0","   51",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-03","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-04","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-05","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-06","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-07","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-08","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-09","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-10","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-11","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-12","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-13","44.25","-106.1","1238.1","LEATH RANCH, WY US","   15",",,0","   15",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-14","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-15","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-16","44.25","-106.1","1238.1","LEATH RANCH, WY US","    3",",,0","    3",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-17","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-18","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-19","44.25","-106.1","1238.1","LEATH RANCH, WY US","   18",",,0","   51",",,0","   51",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-20","44.25","-106.1","1238.1","LEATH RANCH, WY US","   64",",,0","  102",",,0","  127",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-21","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-22","44.25","-106.1","1238.1","LEATH RANCH, WY US","    5",",,0","   13",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-23","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-24","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-25","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-26","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-27","44.25","-106.1","1238.1","LEATH RANCH, WY US","    8",",,0","    0","T,,0",,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00485486","1951-03-28","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-29","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-30","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-03-31","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-01","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-02","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-03","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-04","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-05","44.25","-106.1","1238.1","LEATH RANCH, WY US","   23",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-06","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-07","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-08","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-09","44.25","-106.1","1238.1","LEATH RANCH, WY US","   48",",,0","   13",",,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-10","44.25","-106.1","1238.1","LEATH RANCH, WY US","    8",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-11","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0","T,,0","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-12","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-13","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
"USC00485486","1951-04-14","44.25","-106.1","1238.1","LEATH RANCH, WY US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,
