"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA003060280","1950-11-21","56.45","-111.05","488.0","ANZAC, AB CA","   28",",,C","   28",",,C"," -233",",,C"," -289",",,C"
"CA003060280","1950-11-22","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -250",",,C"," -328",",,C"
"CA003060280","1950-11-23","56.45","-111.05","488.0","ANZAC, AB CA","   33",",,C","   33",",,C"," -122",",,C"," -356",",,C"
"CA003060280","1950-11-24","56.45","-111.05","488.0","ANZAC, AB CA","   33",",,C","   33",",,C"," -139",",,C"," -178",",,C"
"CA003060280","1950-11-25","56.45","-111.05","488.0","ANZAC, AB CA","   23",",,C","   23",",,C"," -139",",,C"," -256",",,C"
"CA003060280","1950-11-26","56.45","-111.05","488.0","ANZAC, AB CA","   46",",,C","   46",",,C"," -117",",,C"," -161",",,C"
"CA003060280","1950-11-27","56.45","-111.05","488.0","ANZAC, AB CA","   81",",,C","   81",",,C"," -117",",,C"," -156",",,C"
"CA003060280","1950-11-28","56.45","-111.05","488.0","ANZAC, AB CA","   10",",,C","   10",",,C"," -156",",,C"," -256",",,C"
"CA003060280","1950-11-29","56.45","-111.05","488.0","ANZAC, AB CA","   10",",,C","   10",",,C"," -156",",,C"," -283",",,C"
"CA003060280","1950-11-30","56.45","-111.05","488.0","ANZAC, AB CA","    5",",,C","    5",",,C"," -178",",,C"," -194",",,C"
"CA003060280","1950-12-01","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -222",",,C"," -306",",,C"
"CA003060280","1950-12-02","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -261",",,C"," -344",",,C"
"CA003060280","1950-12-03","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -244",",,C"," -356",",,C"
"CA003060280","1950-12-04","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -217",",,C"," -344",",,C"
"CA003060280","1950-12-05","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -67",",,C"," -322",",,C"
"CA003060280","1950-12-06","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -33",",,C"," -150",",,C"
"CA003060280","1950-12-07","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -50",",,C"," -122",",,C"
"CA003060280","1950-12-08","56.45","-111.05","488.0","ANZAC, AB CA","   30",",,C","   30",",,C","  -50",",,C"," -122",",,C"
"CA003060280","1950-12-09","56.45","-111.05","488.0","ANZAC, AB CA","   23",",,C","   23",",,C","  -56",",,C"," -128",",,C"
"CA003060280","1950-12-10","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","    0",",,C"," -111",",,C"
"CA003060280","1950-12-11","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -72",",,C"," -117",",,C"
"CA003060280","1950-12-12","56.45","-111.05","488.0","ANZAC, AB CA","   56",",,C","   56",",,C","  -33",",,C"," -122",",,C"
"CA003060280","1950-12-13","56.45","-111.05","488.0","ANZAC, AB CA","   10",",,C","   10",",,C"," -139",",,C"," -183",",,C"
"CA003060280","1950-12-14","56.45","-111.05","488.0","ANZAC, AB CA","    5",",,C","    5",",,C"," -178",",,C"," -200",",,C"
"CA003060280","1950-12-15","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -156",",,C"," -239",",,C"
"CA003060280","1950-12-16","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -117",",,C"," -206",",,C"
"CA003060280","1950-12-17","56.45","-111.05","488.0","ANZAC, AB CA","   18",",,C","   18",",,C"," -117",",,C"," -133",",,C"
"CA003060280","1950-12-18","56.45","-111.05","488.0","ANZAC, AB CA","   10",",,C","   10",",,C"," -139",",,C"," -189",",,C"
"CA003060280","1950-12-19","56.45","-111.05","488.0","ANZAC, AB CA","    3",",,C","    3",",,C"," -133",",,C"," -167",",,C"
"CA003060280","1950-12-20","56.45","-111.05","488.0","ANZAC, AB CA","   53",",,C","   53",",,C"," -122",",,C"," -239",",,C"
"CA003060280","1950-12-21","56.45","-111.05","488.0","ANZAC, AB CA","   15",",,C","   15",",,C","   17",",,C"," -244",",,C"
"CA003060280","1950-12-22","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   17",",,C"," -150",",,C"
"CA003060280","1950-12-23","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -183",",,C"," -283",",,C"
"CA003060280","1950-12-24","56.45","-111.05","488.0","ANZAC, AB CA","   71",",,C","   71",",,C"," -156",",,C"," -222",",,C"
"CA003060280","1950-12-25","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -122",",,C"," -228",",,C"
"CA003060280","1950-12-26","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -100",",,C"," -206",",,C"
"CA003060280","1950-12-27","56.45","-111.05","488.0","ANZAC, AB CA","    8",",,C","    8",",,C"," -117",",,C"," -133",",,C"
"CA003060280","1950-12-28","56.45","-111.05","488.0","ANZAC, AB CA","    3",",,C","    3",",,C"," -122",",,C"," -150",",,C"
"CA003060280","1950-12-29","56.45","-111.05","488.0","ANZAC, AB CA","   38",",,C","   38",",,C"," -111",",,C"," -167",",,C"
"CA003060280","1950-12-30","56.45","-111.05","488.0","ANZAC, AB CA","  142",",,C","  142",",,C"," -111",",,C"," -144",",,C"
"CA003060280","1950-12-31","56.45","-111.05","488.0","ANZAC, AB CA","   10",",,C","   10",",,C"," -167",",,C"," -189",",,C"
"CA003060280","1951-01-01","56.45","-111.05","488.0","ANZAC, AB CA","    5",",,C","    5",",,C"," -183",",,C"," -261",",,C"
"CA003060280","1951-01-02","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -217",",,C"," -306",",,C"
"CA003060280","1951-01-03","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -244",",,C"," -367",",,C"
"CA003060280","1951-01-04","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -261",",,C"," -400",",,C"
"CA003060280","1951-01-05","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -78",",,C"," -344",",,C"
"CA003060280","1951-01-06","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -11",",,C"," -206",",,C"
"CA003060280","1951-01-07","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   22",",,C"," -178",",,C"
"CA003060280","1951-01-08","56.45","-111.05","488.0","ANZAC, AB CA","    5",",,C","    5",",,C","    6",",,C","  -72",",,C"
"CA003060280","1951-01-09","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -44",",,C","  -89",",,C"
"CA003060280","1951-01-10","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","    6",",,C"," -139",",,C"
"CA003060280","1951-01-11","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -11",",,C"," -122",",,C"
"CA003060280","1951-01-12","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -33",",,C"," -133",",,C"
"CA003060280","1951-01-13","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -17",",,C"," -133",",,C"
"CA003060280","1951-01-14","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -50",",,C"," -172",",,C"
"CA003060280","1951-01-15","56.45","-111.05","488.0","ANZAC, AB CA","   79",",,C","   79",",,C"," -156",",,C"," -272",",,C"
"CA003060280","1951-01-16","56.45","-111.05","488.0","ANZAC, AB CA","   23",",,C","   23",",,C"," -239",",,C"," -272",",,C"
"CA003060280","1951-01-17","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -256",",,C"," -356",",,C"
"CA003060280","1951-01-18","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -256",",,C"," -356",",,C"
"CA003060280","1951-01-19","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -217",",,C"," -350",",,C"
"CA003060280","1951-01-20","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -217",",,C"," -333",",,C"
"CA003060280","1951-01-21","56.45","-111.05","488.0","ANZAC, AB CA","   36",",,C","   36",",,C"," -178",",,C"," -333",",,C"
"CA003060280","1951-01-22","56.45","-111.05","488.0","ANZAC, AB CA","   13",",,C","   13",",,C"," -183",",,C"," -272",",,C"
"CA003060280","1951-01-23","56.45","-111.05","488.0","ANZAC, AB CA","   30",",,C","   30",",,C"," -250",",,C"," -300",",,C"
"CA003060280","1951-01-24","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -278",",,C"," -356",",,C"
"CA003060280","1951-01-25","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -311",",,C"," -361",",,C"
"CA003060280","1951-01-26","56.45","-111.05","488.0","ANZAC, AB CA","    8",",,C","    8",",,C"," -272",",,C"," -428",",,C"
"CA003060280","1951-01-27","56.45","-111.05","488.0","ANZAC, AB CA","    5",",,C","    5",",,C"," -233",",,C"," -300",",,C"
"CA003060280","1951-01-28","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -172",",,C"," -294",",,C"
"CA003060280","1951-01-29","56.45","-111.05","488.0","ANZAC, AB CA","   20",",,C","   20",",,C"," -139",",,C"," -244",",,C"
"CA003060280","1951-01-30","56.45","-111.05","488.0","ANZAC, AB CA","    3",",,C","    3",",,C"," -161",",,C"," -261",",,C"
"CA003060280","1951-01-31","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -106",",,C"," -200",",,C"
"CA003060280","1951-02-01","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -122",",,C"," -217",",,C"
"CA003060280","1951-02-02","56.45","-111.05","488.0","ANZAC, AB CA","    3",",,C","    3",",,C"," -156",",,C"," -300",",,C"
"CA003060280","1951-02-03","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -267",",,C"," -361",",,C"
"CA003060280","1951-02-04","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -256",",,C"," -422",",,C"
"CA003060280","1951-02-05","56.45","-111.05","488.0","ANZAC, AB CA","    3",",,C","    3",",,C"," -244",",,C"," -389",",,C"
"CA003060280","1951-02-06","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -211",",,C"," -300",",,C"
"CA003060280","1951-02-07","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -200",",,C"," -328",",,C"
"CA003060280","1951-02-08","56.45","-111.05","488.0","ANZAC, AB CA","   79",",,C","   79",",,C"," -161",",,C"," -283",",,C"
"CA003060280","1951-02-09","56.45","-111.05","488.0","ANZAC, AB CA","   20",",,C","   20",",,C"," -128",",,C"," -206",",,C"
"CA003060280","1951-02-10","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -228",",,C"," -317",",,C"
"CA003060280","1951-02-11","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -183",",,C"," -383",",,C"
"CA003060280","1951-02-12","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -111",",,C"," -389",",,C"
"CA003060280","1951-02-13","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -22",",,C"," -222",",,C"
"CA003060280","1951-02-14","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   78",",,C"," -150",",,C"
"CA003060280","1951-02-15","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   39",",,C","  -56",",,C"
"CA003060280","1951-02-16","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   33",",,C","  -78",",,C"
"CA003060280","1951-02-17","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   39",",,C","  -28",",,C"
"CA003060280","1951-02-18","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -44",",,C"," -144",",,C"
"CA003060280","1951-02-19","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   39",",,C"," -178",",,C"
"CA003060280","1951-02-20","56.45","-111.05","488.0","ANZAC, AB CA","   10",",,C","   10",",,C","  -17",",,C"," -144",",,C"
"CA003060280","1951-02-21","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -72",",,C"," -206",",,C"
"CA003060280","1951-02-22","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   17",",,C"," -222",",,C"
"CA003060280","1951-02-23","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","    0",",,C"," -122",",,C"
"CA003060280","1951-02-24","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -28",",,C"," -144",",,C"
"CA003060280","1951-02-25","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -78",",,C"," -122",",,C"
"CA003060280","1951-02-26","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -161",",,C"," -211",",,C"
"CA003060280","1951-02-27","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -117",",,C"," -256",",,C"
"CA003060280","1951-02-28","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -83",",,C"," -222",",,C"
"CA003060280","1951-03-01","56.45","-111.05","488.0","ANZAC, AB CA","   10",",,C","   10",",,C"," -100",",,C"," -139",",,C"
"CA003060280","1951-03-02","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -100",",,C"," -217",",,C"
"CA003060280","1951-03-03","56.45","-111.05","488.0","ANZAC, AB CA","    3",",,C","    3",",,C"," -144",",,C"," -317",",,C"
"CA003060280","1951-03-04","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -222",",,C"," -322",",,C"
"CA003060280","1951-03-05","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -261",",,C"," -372",",,C"
"CA003060280","1951-03-06","56.45","-111.05","488.0","ANZAC, AB CA","   13",",,C","   13",",,C"," -239",",,C"," -356",",,C"
"CA003060280","1951-03-07","56.45","-111.05","488.0","ANZAC, AB CA","   13",",,C","   13",",,C"," -244",",,C"," -283",",,C"
"CA003060280","1951-03-08","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -256",",,C"," -317",",,C"
"CA003060280","1951-03-09","56.45","-111.05","488.0","ANZAC, AB CA","   30",",,C","   30",",,C"," -222",",,C"," -389",",,C"
"CA003060280","1951-03-10","56.45","-111.05","488.0","ANZAC, AB CA","    5",",,C","    5",",,C"," -194",",,C"," -278",",,C"
"CA003060280","1951-03-11","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -156",",,C"," -361",",,C"
"CA003060280","1951-03-12","56.45","-111.05","488.0","ANZAC, AB CA","    3",",,C","    3",",,C","  -89",",,C"," -261",",,C"
"CA003060280","1951-03-13","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -11",",,C"," -122",",,C"
"CA003060280","1951-03-14","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -67",",,C"," -217",",,C"
"CA003060280","1951-03-15","56.45","-111.05","488.0","ANZAC, AB CA","  437",",,C","  437",",,C"," -100",",,C"," -244",",,C"
"CA003060280","1951-03-16","56.45","-111.05","488.0","ANZAC, AB CA","  241",",,C","  241",",,C"," -117",",,C"," -172",",,C"
"CA003060280","1951-03-17","56.45","-111.05","488.0","ANZAC, AB CA","    8",",,C","    8",",,C"," -117",",,C"," -200",",,C"
"CA003060280","1951-03-18","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C"," -111",",,C"," -322",",,C"
"CA003060280","1951-03-19","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -83",",,C"," -194",",,C"
"CA003060280","1951-03-20","56.45","-111.05","488.0","ANZAC, AB CA","   28",",,C","   28",",,C","  -33",",,C"," -289",",,C"
"CA003060280","1951-03-21","56.45","-111.05","488.0","ANZAC, AB CA","    3",",,C","    3",",,C","  -33",",,C","  -94",",,C"
"CA003060280","1951-03-22","56.45","-111.05","488.0","ANZAC, AB CA","   25",",,C","   25",",,C","  -50",",,C"," -167",",,C"
"CA003060280","1951-03-23","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   17",",,C"," -206",",,C"
"CA003060280","1951-03-24","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   78",",,C","  -72",",,C"
"CA003060280","1951-03-25","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   83",",,C","  -61",",,C"
"CA003060280","1951-03-26","56.45","-111.05","488.0","ANZAC, AB CA","   43",",,C","   43",",,C","   50",",,C","  -50",",,C"
"CA003060280","1951-03-27","56.45","-111.05","488.0","ANZAC, AB CA","    0","T,,C","    0","T,,C","   44",",,C","  -33",",,C"
"CA003060280","1951-03-28","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   72",",,C"," -150",",,C"
"CA003060280","1951-03-29","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   89",",,C","  -61",",,C"
"CA003060280","1951-03-30","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   61",",,C","  -33",",,C"
"CA003060280","1951-03-31","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   50",",,C","  -11",",,C"
"CA003060280","1951-04-01","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  117",",,C","  -50",",,C"
"CA003060280","1951-04-02","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  100",",,C","  -39",",,C"
"CA003060280","1951-04-03","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  133",",,C","    6",",,C"
"CA003060280","1951-04-04","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   56",",,C","   -6",",,C"
"CA003060280","1951-04-05","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   78",",,C","  -56",",,C"
"CA003060280","1951-04-06","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   67",",,C","  -56",",,C"
"CA003060280","1951-04-07","56.45","-111.05","488.0","ANZAC, AB CA","    5",",,C","    0",",,C","  111",",,C","  -33",",,C"
"CA003060280","1951-04-08","56.45","-111.05","488.0","ANZAC, AB CA","   23",",,C","   20",",,C","   44",",,C","  -11",",,C"
"CA003060280","1951-04-09","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","    0",",,C","  -72",",,C"
"CA003060280","1951-04-10","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   11",",,C"," -194",",,C"
"CA003060280","1951-04-11","56.45","-111.05","488.0","ANZAC, AB CA","   15",",,C","    5",",,C","   50",",,C","  -67",",,C"
"CA003060280","1951-04-12","56.45","-111.05","488.0","ANZAC, AB CA","  269",",,C","  269",",,C","   78",",,C","    6",",,C"
"CA003060280","1951-04-13","56.45","-111.05","488.0","ANZAC, AB CA","  234",",,C","  234",",,C","   17",",,C","  -78",",,C"
"CA003060280","1951-04-14","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  -67",",,C"," -161",",,C"
"CA003060280","1951-04-15","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   33",",,C"," -261",",,C"
"CA003060280","1951-04-16","56.45","-111.05","488.0","ANZAC, AB CA","    0","T,,C","    0","T,,C","   56",",,C","  -44",",,C"
"CA003060280","1951-04-17","56.45","-111.05","488.0","ANZAC, AB CA","   28",",,C","   28",",,C","   39",",,C"," -122",",,C"
"CA003060280","1951-04-18","56.45","-111.05","488.0","ANZAC, AB CA","  160",",,C","  160",",,C","  -39",",,C"," -133",",,C"
"CA003060280","1951-04-19","56.45","-111.05","488.0","ANZAC, AB CA","    0","T,,C","    0","T,,C",,,,
"CA003060280","1951-04-20","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C",,,,
"CA003060280","1951-04-21","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   56",",,C"," -150",",,C"
"CA003060280","1951-04-22","56.45","-111.05","488.0","ANZAC, AB CA","    0","T,,C","    0","T,,C","   56",",,C","  -44",",,C"
"CA003060280","1951-04-23","56.45","-111.05","488.0","ANZAC, AB CA","   91",",,C","   91",",,C","   33",",,C","  -78",",,C"
"CA003060280","1951-04-24","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","   17",",,C","  -33",",,C"
"CA003060280","1951-04-25","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  122",",,C","  -33",",,C"
"CA003060280","1951-04-26","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  139",",,C","  -61",",,C"
"CA003060280","1951-04-27","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  172",",,C","  -17",",,C"
"CA003060280","1951-04-28","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  178",",,C","   33",",,C"
"CA003060280","1951-04-29","56.45","-111.05","488.0","ANZAC, AB CA","   15",",,C","    0",",,C","  178",",,C","  -11",",,C"
"CA003060280","1951-04-30","56.45","-111.05","488.0","ANZAC, AB CA","    3",",,C","    0",",,C","   72",",,C","   39",",,C"
"CA003060280","1951-05-01","56.45","-111.05","488.0","ANZAC, AB CA","  137",",,C","    0",",,C","   83",",,C","   33",",,C"
"CA003060280","1951-05-02","56.45","-111.05","488.0","ANZAC, AB CA","   10",",,C","    0",",,C","  178",",,C","   33",",,C"
"CA003060280","1951-05-03","56.45","-111.05","488.0","ANZAC, AB CA","    0","T,,C","    0",",,C","  183",",,C","   22",",,C"
"CA003060280","1951-05-04","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  178",",,C","   33",",,C"
"CA003060280","1951-05-05","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  239",",,C","   28",",,C"
"CA003060280","1951-05-06","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  233",",,C","   56",",,C"
"CA003060280","1951-05-07","56.45","-111.05","488.0","ANZAC, AB CA","    0","T,,C","    0",",,C","  228",",,C","   11",",,C"
"CA003060280","1951-05-08","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  156",",,C","   50",",,C"
"CA003060280","1951-05-09","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  222",",,C","    0",",,C"
"CA003060280","1951-05-10","56.45","-111.05","488.0","ANZAC, AB CA","    0",",,C","    0",",,C","  172",",,C","   44",",,C"
