"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA002402354","2012-08-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   60",",,C","    1",",,C",,,,,,
"CA002402354","2012-08-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   52",",,C","   22",",,C",,,,,,
"CA002402354","2012-08-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","   43",",,C","   28",",,C",,,,,,
"CA002402354","2012-08-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    8",",,C","   43",",,C","   27",",,C",,,,,,
"CA002402354","2012-08-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","   51",",,C","   27",",,C",,,,,,
"CA002402354","2012-08-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","   18",",,C","   58",",,C","   30",",,C",,,,,,
"CA002402354","2012-08-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","   21",",,C","   46",",,C","   27",",,C",,,,,,
"CA002402354","2012-08-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    9",",,C","   58",",,C","   31",",,C",,,,,,
"CA002402354","2012-08-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","   13",",,C","   53",",,C","   29",",,C",,,,,,
"CA002402354","2012-08-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    8",",,C","   46",",,C","   27",",,C",,,,,,
"CA002402354","2012-08-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","   64",",,C","   23",",,C",,,,,,
"CA002402354","2012-08-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   83",",,C","   32",",,C",,,,,,
"CA002402354","2012-08-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C",,,,,,,,,,
"CA002402354","2012-08-31","68.7833","-81.25","9.0","HALL BEACH, NU CA","   38",",,C",,,,,,,,,,
"CA002402354","2012-09-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","   14",",,C",,,,,,,,,,
"CA002402354","2012-09-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C",,,,,,,,,,
"CA002402354","2012-09-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    6",",,C",,,,,,,,,,
"CA002402354","2012-09-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   40",",,C","   -4",",,C",,,,,,
"CA002402354","2012-09-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   21",",,C","  -15",",,C",,,,,,
"CA002402354","2012-09-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   24",",,C","    3",",,C",,,,,,
"CA002402354","2012-09-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","   44",",,C","    6",",,C",,,,,,
"CA002402354","2012-09-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   29",",,C","   14",",,C",,,,,,
"CA002402354","2012-09-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   46",",,C","    9",",,C",,,,,,
"CA002402354","2012-09-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   44",",,C","    4",",,C",,,,,,
"CA002402354","2012-09-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   26",",,C","   -5",",,C",,,,,,
"CA002402354","2012-09-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","   14",",,C","   24",",,C","   -5",",,C",,,,,,
"CA002402354","2012-09-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   40",",,C","    1",",,C",,,,,,
"CA002402354","2012-09-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   22",",,C","  -10",",,C",,,,,,
"CA002402354","2012-09-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","   38",",,C","   15",",,C","   -3",",,C",,,,,,
"CA002402354","2012-09-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","   53",",,C","   12",",,C","   -2",",,C",,,,,,
"CA002402354","2012-09-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","   10",",,C","   26",",,C","    7",",,C",,,,,,
"CA002402354","2012-09-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","   20",",,C","    4",",,C",,,,,,
"CA002402354","2012-09-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   22",",,C","   -3",",,C",,,,,,
"CA002402354","2012-09-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   32",",,C","  -16",",,C",,,,,,
"CA002402354","2012-09-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","    6",",,C","  -24",",,C",,,,,,
"CA002402354","2012-09-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   11",",,C","   -1",",,C",,,,,,
"CA002402354","2012-09-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   23",",,C","   -4",",,C",,,,,,
"CA002402354","2012-09-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","   27",",,C","   -6",",,C",,,,,,
"CA002402354","2012-09-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   21",",,C","  -17",",,C",,,,,,
"CA002402354","2012-09-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","   33",",,C","   22",",,C","   -7",",,C",,,,,,
"CA002402354","2012-09-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","   15",",,C","   33",",,C","   14",",,C",,,,,,
"CA002402354","2012-09-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   26",",,C","    3",",,C",,,,,,
"CA002402354","2012-10-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","    5",",,C","   -4",",,C",,,,,,
"CA002402354","2012-10-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","    0",",,C","  -27",",,C",,,,,,
"CA002402354","2012-10-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   -1",",,C","  -37",",,C",,,,,,
"CA002402354","2012-10-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -14",",,C","  -50",",,C",,,,,,
"CA002402354","2012-10-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -17",",,C","  -36",",,C",,,,,,
"CA002402354","2012-10-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","    1",",,C","  -27",",,C",,,,,,
"CA002402354","2012-10-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","    4",",,C","  -43",",,C",,,,,,
"CA002402354","2012-10-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -42",",,C"," -102",",,C",,,,,,
"CA002402354","2012-10-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -42",",,C"," -111",",,C",,,,,,
"CA002402354","2012-10-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -23",",,C","  -50",",,C",,,,,,
"CA002402354","2012-10-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -14",",,C","  -41",",,C",,,,,,
"CA002402354","2012-10-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    6",",,C","    5",",,C","  -14",",,C",,,,,,
"CA002402354","2012-10-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   -5",",,C"," -166",",,C",,,,,,
"CA002402354","2012-10-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -28",",,C"," -161",",,C",,,,,,
"CA002402354","2012-10-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -25",",,C"," -117",",,C",,,,,,
"CA002402354","2012-10-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   -6",",,C","  -25",",,C",,,,,,
"CA002402354","2012-10-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   -4",",,C","  -41",",,C",,,,,,
"CA002402354","2012-10-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -23",",,C"," -113",",,C",,,,,,
"CA002402354","2012-10-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -36",",,C"," -120",",,C",,,,,,
"CA002402354","2012-10-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -104",",,C"," -142",",,C",,,,,,
"CA002402354","2012-10-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -81",",,C"," -142",",,C",,,,,,
"CA002402354","2012-10-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -68",",,C","  -96",",,C",,,,,,
"CA002402354","2012-10-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -70",",,C"," -117",",,C",,,,,,
"CA002402354","2012-10-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -54",",,C"," -156",",,C",,,,,,
"CA002402354","2012-10-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -57",",,C","  -76",",,C",,,,,,
"CA002402354","2012-10-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -16",",,C","  -77",",,C",,,,,,
"CA002402354","2012-10-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -48",",,C"," -129",",,C",,,,,,
"CA002402354","2012-10-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -111",",,C"," -221",",,C",,,,,,
"CA002402354","2012-10-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -128",",,C"," -233",",,C",,,,,,
"CA002402354","2012-10-31","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -21",",,C"," -200",",,C",,,,,,
"CA002402354","2012-11-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -21",",,C"," -202",",,C",,,,,,
"CA002402354","2012-11-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -119",",,C"," -202",",,C",,,,,,
"CA002402354","2012-11-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -120",",,C"," -199",",,C",,,,,,
"CA002402354","2012-11-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -48",",,C"," -172",",,C",,,,,,
"CA002402354","2012-11-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -55",",,C"," -186",",,C",,,,,,
"CA002402354","2012-11-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -153",",,C"," -210",",,C",,,,,,
"CA002402354","2012-11-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -178",",,C"," -221",",,C",,,,,,
"CA002402354","2012-11-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -117",",,C"," -222",",,C",,,,,,
"CA002402354","2012-11-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -138",",,C"," -247",",,C",,,,,,
"CA002402354","2012-11-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -168",",,C"," -265",",,C",,,,,,
"CA002402354","2012-11-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -117",",,C"," -177",",,C",,,,,,
"CA002402354","2012-11-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -121",",,C"," -233",",,C",,,,,,
"CA002402354","2012-11-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    6",",,C"," -124",",,C"," -220",",,C",,,,,,
"CA002402354","2012-11-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    2",",,C"," -179",",,C"," -222",",,C",,,,,,
"CA002402354","2012-11-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -65",",,C"," -224",",,C",,,,,,
"CA002402354","2012-11-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -41",",,C"," -167",",,C",,,,,,
"CA002402354","2012-11-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -165",",,C"," -248",",,C",,,,,,
"CA002402354","2012-11-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -245",",,C"," -292",",,C",,,,,,
"CA002402354","2012-11-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -203",",,C"," -284",",,C",,,,,,
"CA002402354","2012-11-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -185",",,C"," -260",",,C",,,,,,
"CA002402354","2012-11-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -150",",,C"," -224",",,C",,,,,,
"CA002402354","2012-11-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -217",",,C"," -285",",,C",,,,,,
"CA002402354","2012-11-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -203",",,C"," -271",",,C",,,,,,
"CA002402354","2012-11-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -202",",,C"," -274",",,C",,,,,,
"CA002402354","2012-11-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -173",",,C"," -212",",,C",,,,,,
"CA002402354","2012-11-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -149",",,C"," -312",",,C",,,,,,
"CA002402354","2012-11-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -131",",,C"," -154",",,C",,,,,,
"CA002402354","2012-11-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -133",",,C"," -213",",,C",,,,,,
"CA002402354","2012-12-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -194",",,C"," -274",",,C",,,,,,
"CA002402354","2012-12-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -185",",,C"," -202",",,C",,,,,,
"CA002402354","2012-12-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -212",",,C"," -278",",,C",,,,,,
"CA002402354","2012-12-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -67",",,C"," -117",",,C",,,,,,
"CA002402354","2012-12-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -118",",,C"," -191",",,C",,,,,,
"CA002402354","2012-12-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -186",",,C"," -260",",,C",,,,,,
"CA002402354","2012-12-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -231",",,C"," -304",",,C",,,,,,
"CA002402354","2012-12-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -284",",,C"," -373",",,C",,,,,,
"CA002402354","2012-12-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -340",",,C"," -381",",,C",,,,,,
"CA002402354","2012-12-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -332",",,C"," -381",",,C",,,,,,
"CA002402354","2012-12-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -176",",,C"," -371",",,C",,,,,,
"CA002402354","2012-12-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -113",",,C"," -176",",,C",,,,,,
"CA002402354","2012-12-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -107",",,C"," -236",",,C",,,,,,
"CA002402354","2012-12-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -145",",,C"," -270",",,C",,,,,,
"CA002402354","2012-12-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -120",",,C"," -160",",,C",,,,,,
"CA002402354","2012-12-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -109",",,C"," -145",",,C",,,,,,
"CA002402354","2012-12-21","68.7833","-81.25","9.0","HALL BEACH, NU CA",,," -146",",,C"," -261",",,C",,,,,,
"CA002402354","2012-12-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C",,,,,,,,,,
"CA002402354","2012-12-24","68.7833","-81.25","9.0","HALL BEACH, NU CA",,," -186",",,C"," -257",",,C",,,,,,
"CA002402354","2012-12-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -201",",,C"," -295",",,C",,,,,,
"CA002402354","2012-12-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -238",",,C"," -279",",,C",,,,,,
"CA002402354","2012-12-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -192",",,C"," -276",",,C",,,,,,
"CA002402354","2013-01-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -192",",,C"," -342",",,C",,,,,,
"CA002402354","2013-01-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -269",",,C"," -334",",,C",,,,,,
"CA002402354","2013-01-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -247",",,C"," -371",",,C",,,,,,
"CA002402354","2013-01-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -239",",,C"," -367",",,C",,,,,,
"CA002402354","2013-01-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -300",",,C"," -383",",,C",,,,,,
"CA002402354","2013-01-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -243",",,C"," -357",",,C",,,,,,
"CA002402354","2013-01-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -198",",,C"," -267",",,C",,,,,,
"CA002402354","2013-01-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -241",",,C"," -292",",,C",,,,,,
"CA002402354","2013-01-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    2",",,C"," -267",",,C"," -309",",,C",,,,,,
"CA002402354","2013-01-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -225",",,C"," -389",",,C",,,,,,
"CA002402354","2013-01-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    2",",,C"," -259",",,C"," -382",",,C",,,,,,
"CA002402354","2013-01-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","   12",",,C"," -139",",,C"," -262",",,C",,,,,,
"CA002402354","2013-01-19","68.7833","-81.25","9.0","HALL BEACH, NU CA",,," -224",",,C"," -284",",,C",,,,,,
"CA002402354","2013-01-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -163",",,C"," -356",",,C",,,,,,
"CA002402354","2013-01-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -159",",,C"," -243",",,C",,,,,,
"CA002402354","2013-01-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -235",",,C"," -289",",,C",,,,,,
"CA002402354","2013-01-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -281",",,C"," -308",",,C",,,,,,
"CA002402354","2013-01-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -288",",,C"," -309",",,C",,,,,,
"CA002402354","2013-01-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -243",",,C"," -302",",,C",,,,,,
"CA002402354","2013-01-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -311",",,C"," -350",",,C",,,,,,
"CA002402354","2013-01-31","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -343",",,C"," -394",",,C",,,,,,
"CA002402354","2013-02-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -352",",,C"," -388",",,C",,,,,,
"CA002402354","2013-02-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -319",",,C"," -365",",,C",,,,,,
"CA002402354","2013-02-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -314",",,C"," -348",",,C",,,,,,
"CA002402354","2013-02-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -273",",,C"," -345",",,C",,,,,,
"CA002402354","2013-02-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -253",",,C"," -386",",,C",,,,,,
"CA002402354","2013-02-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -173",",,C"," -286",",,C",,,,,,
"CA002402354","2013-02-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -168",",,C"," -379",",,C",,,,,,
"CA002402354","2013-02-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -348",",,C"," -394",",,C",,,,,,
"CA002402354","2013-02-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -343",",,C"," -390",",,C",,,,,,
"CA002402354","2013-02-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -330",",,C"," -378",",,C",,,,,,
"CA002402354","2013-02-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -176",",,C"," -378",",,C",,,,,,
"CA002402354","2013-02-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -172",",,C"," -240",",,C",,,,,,
"CA002402354","2013-02-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -173",",,C"," -290",",,C",,,,,,
"CA002402354","2013-02-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    2",",,C"," -154",",,C"," -220",",,C",,,,,,
"CA002402354","2013-02-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C"," -200",",,C"," -327",",,C",,,,,,
"CA002402354","2013-02-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -321",",,C"," -378",",,C",,,,,,
"CA002402354","2013-03-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -151",",,C"," -197",",,C",,,,,,
"CA002402354","2013-03-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -139",",,C"," -252",",,C",,,,,,
"CA002402354","2013-03-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -115",",,C"," -139",",,C",,,,,,
"CA002402354","2013-03-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","   14",",,C"," -115",",,C"," -286",",,C",,,,,,
"CA002402354","2013-03-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -179",",,C"," -323",",,C",,,,,,
"CA002402354","2013-03-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -132",",,C"," -254",",,C",,,,,,
"CA002402354","2013-03-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -253",",,C"," -392",",,C",,,,,,
"CA002402354","2013-03-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -344",",,C"," -415",",,C",,,,,,
"CA002402354","2013-03-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -363",",,C"," -426",",,C",,,,,,
"CA002402354","2013-03-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -318",",,C"," -412",",,C",,,,,,
"CA002402354","2013-03-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -264",",,C"," -369",",,C",,,,,,
"CA002402354","2013-03-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -271",",,C"," -409",",,C",,,,,,
"CA002402354","2013-03-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -304",",,C"," -418",",,C",,,,,,
"CA002402354","2013-03-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -75",",,C"," -187",",,C",,,,,,
"CA002402354","2013-03-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -141",",,C"," -253",",,C",,,,,,
"CA002402354","2013-03-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    5",",,C"," -181",",,C"," -274",",,C",,,,,,
"CA002402354","2013-03-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -157",",,C"," -205",",,C",,,,,,
